t y_t
0.0 0.0
0.0005005005005005005 11.480329805763002
0.001001001001001001 22.87868033119059
0.0015015015015015015 34.113735431443686
0.002002002002002002 45.10549959238675
0.0025025025025025025 55.77594419436308
0.003003003003003003 66.0496370512545
0.0035035035035035035 75.85434987725284
0.004004004004004004 85.12163852604654
0.0045045045045045045 93.78739108427749
0.005005005005005005 101.79233918105473
0.0055055055055055055 109.08252819556444
0.006006006006006006 115.60974240256091
0.0065065065065065065 121.3318814876178
0.007007007007007007 126.2132852870021
0.0075075075075075074 130.22500405718884
0.008008008008008008 133.3450120523924
0.008508508508508508 135.55836268088916
0.009009009009009009 136.85728401801194
0.00950950950950951 137.2412139710474
0.01001001001001001 136.71677491431697
0.01051051051051051 135.29768813686704
0.011011011011011011 133.00462896583616
0.011511511511511512 129.86502394112682
0.012012012012012012 125.91279191699249
0.012512512512512512 121.18803144916936
0.013013013013013013 115.73665728800208
0.013513513513513514 109.6099892345911
0.014014014014014014 102.86429702450602
0.014514514514514514 95.56030527850119
0.015015015015015015 87.76266289867387
0.015515515515515516 79.53938158866046
0.016016016016016016 70.96124843517568
0.016516516516516516 62.10121770321834
0.017017017017017015 53.03378716675155
0.017517517517517518 43.8343644191594
0.018018018018018018 34.57862868226789
0.018518518518518517 25.341893658578563
0.01901901901901902 16.198476948436067
0.01951951951951952 7.2210814823840295
0.02002002002002002 -1.5198057003493162
0.02052052052052052 -9.956492162343508
0.02102102102102102 -18.024631313830774
0.021521521521521522 -25.663741494823057
0.022022022022022022 -32.817688489994325
0.02252252252252252 -39.43512740665661
0.023023023023023025 -45.469900215347536
0.023523523523523524 -50.8813856537338
0.024024024024024024 -55.63479862412741
0.024524524524524523 -59.70143666906743
0.025025025025025023 -63.05887158408295
0.025525525525525526 -65.69108471768219
0.026026026026026026 -67.58854501143185
0.026526526526526525 -68.74822934322124
0.02702702702702703 -69.17358524990185
0.027527527527527528 -68.87443661689711
0.028028028028028028 -67.86683342753966
0.028528528528528527 -66.17284715933394
