t y_t
0.0 47.71917219168026
0.0005005005005005005 75.54284409710111
0.001001001001001001 69.27251548716815
0.0015015015015015015 48.898462513990815
0.002002002002002002 55.25120385747273
0.0025025025025025025 69.52166565188989
0.003003003003003003 92.23222078149729
0.0035035035035035035 73.29562998188457
0.004004004004004004 69.13098474247798
0.0045045045045045045 105.09777212798897
0.005005005005005005 102.78898365821387
0.0055055055055055055 75.31970844886025
0.006006006006006006 76.15877157578635
0.0065065065065065065 93.79517236667826
0.007007007007007007 111.30114266643741
0.0075075075075075074 95.30862685952496
0.008008008008008008 106.08320354584612
0.008508508508508508 109.3317085526718
0.009009009009009009 99.09860217529001
0.00950950950950951 113.43883338672285
0.01001001001001001 102.85135805785004
0.01051051051051051 97.24725233981678
0.011011011011011011 109.03785008110762
0.011511511511511512 111.92598910255245
0.012012012012012012 105.01140479493792
0.012512512512512512 135.79472459000198
0.013013013013013013 124.19862483968882
0.013513513513513514 107.1068938499998
0.014014014014014014 127.09288743178706
0.014514514514514514 105.18489167379138
0.015015015015015015 100.2894806801078
0.015515515515515516 98.86156057322124
0.016016016016016016 104.73078426667306
0.016516516516516516 114.6879570653581
0.017017017017017015 103.99317815311784
0.017517517517517518 108.18839743794223
0.018018018018018018 123.70026010072985
0.018518518518518517 101.3249633337542
0.01901901901901902 117.72333756397455
0.01951951951951952 96.1056624832105
0.02002002002002002 93.85295518294319
0.02052052052052052 99.25659942418517
0.02102102102102102 104.86859700196825
0.021521521521521522 84.39431968426996
0.022022022022022022 102.95833589603225
0.02252252252252252 104.84281752565298
0.023023023023023025 73.00031222850428
0.023523523523523524 89.40920976500706
0.024024024024024024 97.24930899413897
0.024524524524524523 88.15921767461862
0.025025025025025023 81.0841792228215
0.025525525525525526 46.244563389998184
0.026026026026026026 75.7179235676468
0.026526526526526525 50.94571318581188
0.02702702702702703 80.69398263165462
0.027527527527527528 76.88807773580649
0.028028028028028028 38.579922082290175
0.028528528528528527 57.80735030800482
0.029029029029029027 53.44444561804717
0.02952952952952953 45.46222848916631
0.03003003003003003 62.10628598057482
0.03053053053053053 24.46962344688125
0.031031031031031032 54.62388699403657
0.03153153153153153 42.73184844252008
0.03203203203203203 12.947160695335853
0.032532532532532535 20.147785332615648
0.03303303303303303 30.482053908592285
0.033533533533533534 18.87161149116553
0.03403403403403403 11.195452558884064
0.03453453453453453 47.631493213407914
0.035035035035035036 33.90388143164741
